artist_id,contact_id
130,563079
301,575090
748,563691
888,598109
1130,33388
1725,561835
2251,587718
2536,1033442
3191,638882
3191,13941
3350,567403
3433,657235
3554,21508
4063,3489086
5353,564612
5551,564916
6304,590976
6376,578696
7585,769342
7768,595552
8153,82848
9117,563624
9242,15186
10852,564534
12125,676137
12474,580284
12810,605626
13676,575103
13795,3754294
13866,727467
15312,637812
16003,575168
17076,2989911
54130,2045368
55383,623366
55737,716527
55771,576894
55916,37955
56386,780833
57018,658242
57180,955516
57395,722626
57793,611420
58877,23212
68414,12710
68598,894783
70889,1883629
76884,837638
77600,2134527
78772,642953
84945,702062
85074,770464
85078,770513
85081,1002137
85082,718345
91948,575191
92757,2642825
92777,817287
92778,797785
92830,1317760
94221,1311762
94226,565351
124952,797784
151335,1632229
152068,587301
248102,805719
289831,562537
309680,1014090
394667,6737135
436733,5480222
455489,37043
468847,848777
561821,681466
875419,4811066
895570,2025031
1028626,882947
1033392,614058
1088859,9018343
1196215,2033348
1377470,2134334
1408621,587362
1408621,571192
1437823,4959630
1486813,1632225
1501881,2024040
1503380,15598
1508696,1362980
1533165,865308
1635714,3636043
1635714,1019573
4025973,1440118
4328425,3321238
4333887,1125631
4385064,946483
4416801,4332515
4438587,5010733
4553622,1530166
4720719,5792958
4794435,1076163
4856051,1361070
4868580,2030422
5013120,3299566
5062319,84393
5144502,5491853
5241750,4849543
5384684,2134330
5593078,2449146
5886866,3774261
5917217,4795890
6358380,5982545
6887371,3724421
7548660,647497
7556588,4511866
8125697,5981792
8184248,2161091
8409650,4845452
8850904,2433756
9115926,5901633
9644268,3773763
9830970,4911291
9961576,3613538
10147346,4289599
10147346,4289600
10182750,3066806
10200920,4872593
10391776,5065100
11100244,3328894
11234719,2850966
11274354,3560562
11317134,5023225
12142738,5759709
12218918,4007288
12236096,3996992
12271282,4866713
12337914,3748406
12526316,3747637
12546038,5453614
12731273,602432
13207383,1486594
13314513,9434903
13357141,5468700
13362347,4077928
13381609,9358766
13835607,6691235
13835607,5453610
14498725,7841454
51495052,5940411
53742712,991868
53742712,5065084
54079802,5901632
55877602,5367634
59874922,5297258
64501702,4857976
67181132,5065087
71363652,5942055
72081862,5396584
74322952,5738220
74514052,5733815
78498562,5242425
81094772,5981812
90567882,5603993
101037322,6934431
105047672,6330126
113077102,5538698
115903562,5769346
118834232,5998312
152271032,8056313
5593078,5234188
10147346,4289600
10147346,4289599
51495052,5940411
5917217,4795890
289831,562537
3350,567403
5877213,4289611
6358380,5982545
107059632,5574891
5241750,4849543
17076,565093
4822547,11077
159051,1970130
159052,1207544
159053,1201291
159054,1510266
159055,1201292
159056,1201294
159057,1201293
13314513,9434903
248102,805719
4328425,3321238
105047672,6330126
11274354,3560562
13835607,5453610
4025973,1440118
8125697,5981792
54079802,5901632
8184248,2161091
12546038,5453614
121720672,6105635
9115926,5901633
1088859,9018343
1028626,882947
455489,37043
4333887,1125631
10391776,5065100
1408621,571192
1408621,587362
59874922,5297258
10182750,3066806
394667,6737134
394667,6737135
81094772,5981812
5595093,777557
52417942,6853108
12125,676137
14363789,731543
4720719,5792958
12526316,3747637
9644268,3773763
10852,564534
8409650,4845452
561821,681466
90567882,5603993
1196215,2033348
5013120,3299566
6139768,5803015
8850904,2433756
1725,561835
9190538,5576631
408312,579537
7932092,3986763
9653026,5007564
5101136,4815336
794652,859020
128722342,5755720
9658096,5321241
14231175,5728612
91948,575191
424531,1278838
450109,5263648
603844,656834
805191,2274849
439942,604543
891594,723481
3554,21508
204766887,592637
893313,1077218
157687,1162578
139441,1784632
2251,587718
380924,3445998
406144,680406
149013,563394
455232,3589735
85081,1002137
170950,1306962
152896,3608610
853343,592637
853343,625015
160733,563834
1194569,848777
400124,3299564
9117,46498
9117,563624
144303,567911
1424742,789245
1424742,888099
6589910,5680227
303257,23
345686,1849771
380482,3694407
182573,769346
821544,1177981
152615,1398244
5551,564916
372804,568502
372804,84096
453907,1165386
816085,784712
1117891,534450
105926,826952
331334,751065
1479407,4661208
425262,678007
9242,15186
6376,578696
150356,1795946
92757,2642825
253620,571255
178200,1002129
200195,3299571
247638,1107498
888,598109
259654,1075615
1130,33388
11365,605957
5353,564612
816762,797741
259896,2030427
393007,5915420
4025451,1122610
558274,3019216
94226,565351
171657,5843850
748,563691
109663,848081
92814,797247
153531,568325
92778,797785
626072,568272
12532722,4903967
76884,837638
461083,1059951
546460,816784
80425,661576
4849526,859596
84979,765384
248033,760425
464124,530713
299314,557492
308526,4000
315576,1262907
58877,23212
655323,1279663
301,575090
4077626,612475
132560,1002127
256226,765981
452073,571993
182574,712938
984071,769332
130,563079
313233,841598
12204524,5088477
211373,58610
68598,894783
85080,1002152
869216,1345490
341079,1904922
341154,5887159
646360,4662050
360678,1163778
155993,581623
54130,596733
389584,21052071
15312,637812
81123,826952
69118962,2702
451149,618785
133717,691471
417515,1125648
347454,5466063
6304,590976
436205,926813
251600,643529
133047,590634
3045,566430
75133,583323
1539961,527423
210633,613580
68351,7574137
469542,666747
368389,986640
169891,626121
9905864,3441500
68780232,9459725
4080349,5555657
5551124,2132641
170122847,8132900
9958178,5272734
140005292,2465894
10089918,4745094
8593060,4959679
4332786,789248
136276272,5944405
15371173,5677793
4043551,1177262
1353462,860429
2597231,2593119
5833095,2021729
4517470,77408
4663555,914407
1678240,871233
4822474,1362981
1503379,1362979
3495511,590024
270128542,3066593
14756433,7516979
10798268,1128957
6754503,3968618
201986,5924749
1455136,1113428
3216631,947054
5903573,1982642
11330964,5433461
253472562,6523590
12547898,1361067
651531,1088015
12152282,4536954
10688,601742
1486625,791366
7876148,2383434
4645463,599459
5314744,539303
83162262,5274894
106100,1238312
83677672,844529
11516923,3447432
4837121,1223047
10210,4537000
91515,754478
6884679,1849775
14574,557227
5650953,1478070
11591997,655465
5702377,780634
6200936,5716240
4683972,3677648
160655,3935523
6616442,5318230
4822303,6096524
6846943,4137717
4083126,1232751
4448225,1120201
4348553,1202892
336700,29396
12556326,5922745
1078865,1065742
7114487,3153062
516628,855544
4026989,1117252
1108730,3140355
4924854,628960
5202636,5684231
4877643,6298107
5596698,1169495
4433179,1004714
8457340,4939366
8556630,2939546
1503431,57495
4445141,5686654
368241,608260
367863,885697
14089553,5196448
212890347,6111435
7138,566490
6811639,1254490
10824342,2583168
5362750,5076764
1491684,1313565
12073800,2261174
5561864,3819343
14554,608282
188016,4841468
5839077,5011236
1138557,5694296
134340032,5952212
11690965,580788
12096740,3680752
5840401,1936285
11690963,622709
8456514,1198096
1233948,5355780
13146043,989570
253770962,4174908
9855778,6773204
188663277,1106923
4470927,3241489
4666558,7166612
4945964,9367934
16065,4536955
208237897,6709793
85876,5299311
8344424,4940255
6563333,5924087
4566079,730994
9177160,2801279
11591317,3604528
1576606,996017
186494577,6622026
1399937,643202
2504691,1169331
259687,797121
4495398,733257
1154160,1625167
103708,1318995
413188,792747
380792,5158152
4494097,844494
246644662,2338501
88174262,979189
4455071,1208962
2370,2642817
865939,4810179
5168986,1333717
90212602,883966
6280362,599719
4449282,824751
259141,1166868
5790933,1342122
13026949,816565
89000082,1697309
253942642,1046881
11575735,1798219
5606168,3651283
6310904,1296394
2215611,1892538
194336137,885504
327360,3977509
57867512,4899824
141578982,743221
12266244,5908163
4885972,763941
11585879,913253
13281065,4723298
398270,1061519
4872673,1868606
166652737,1471756
198426,45466
4221722,1024134
5067155,1544802
574147,1894079
1486619,791372
4928952,1687857
533145,848052
1473051,1171150
228784005,5742854
4540358,5318228
103406722,5417816
9331582,632669
1553061,749251
57234152,1208959
66431,571149
168464897,5983425
1194088,1201379
12103030,4537001
6090606,128239
5295722,4814072
5342163,610463
404012,1273606
4441894,2204052
181861137,6422485
5507320,1612784
4415250,1337382
10535249,4134229
4718870,1006267
15348,730186
795023,1169991
9140772,2524801
166190,811515
13552461,5906970
12789917,3489344
119343,991853
80381,3977824
4832139,2907529
1509303,2907530
5055702,659865
5325782,544094
275639,898504
4495108,1306882
3697261,1134715
8806108,2446696
8884194,2501587
10236402,3012176
8438566,1770792
155662292,6856452
4663546,623275
121192282,748945
4822273,2024039
5502414,1327885
4984333,1978381
5293402,2059667
83565,4669987
4563085,4906019
5119655,9368256
4478229,9368257
8306978,1284597
2886821,1131118
201876,1394348
8940984,2736927
10038368,3257889
6244404,2989849
68697,599033
1463287,820341
11823945,2989997
9237878,2576296
5150,672899
12073558,942965
7758050,3712826
118474,866121
5413893,1240390
13636697,3987407
8545,26458
5510275,1435455
5651588,2501588
4559728,5460529
5705396,2724526
12494746,1050159
5248457,1055762
4843761,1206044
8104609,2133217
1559244,708043
1044015,820848
221571985,1202425
4835587,1216702
335770,999481
4251896,4285855
6203906,9039640
6203908,9039641
10766210,552704
4452234,3626334
6846945,637935
9568610,720769
1373999,1094996
4663538,1201493
4663539,1201494
2280081,596328
1054869,888148
10526299,940331
4456770,1226162
1268192,558488
65744712,771311
4856049,1321159
5037741,1163356
4399176,4314347
60858,1024655
5439546,1874742
3123,580442
56917392,5257029
4123268,721474
11608361,2792971
242990281,4540466
6956449,900941
5895715,962840
51417062,4778846
5430722,859536
6863203,1338160
9611694,601854
9966998,1559512
169810557,5944065
7016,1237
1682275,794954
4995883,1214635
227670075,4832197
118274,692813
992223,889872
2261,11073
1638985,1222722
461083,1059951
8032799,1130918
10444500,3643859
5518476,4022653
13974,1032963
4415698,2108677
14951391,3412806
54208192,5103855
129399072,6726475
6111460,675279
58624,780144
5078776,1731909
898431,795313
4610987,50226
198615957,628715
14482769,776496
5798797,1144535
4951558,2927650
448649,1241819
15428,645231
5882416,1362422
6720371,1479946
165930,674250
5225961,814013
547784,1205959
811076,3810029
4871429,5827721
148283762,5942240
7265810,861704
3282141,837307
4566142,5101406
12281518,5149102
5109103,855668
14179885,1088013
5421003,1124871
5960226,1147099
7072727,1357834
8531678,1924803
4546722,1978391
4546723,1978392
5258443,2808119
194922,82493
250404,494474
98502,798889
9306,986348
241669631,1226327
143005,583110
288903,922400
9981788,2853000
7247634,4644945
8837270,740334
6306880,1166652
1503398,2748830
11191208,883922
1463471,1112641
6045312,1130754
246731,1169423
4929417,1227035
6646690,1240391
5521832,1430966
380482,607694
156407502,800299
7112513,1805054
484,4151174
369833,1360136
290105,575926
53926492,1009878
4481266,1241711
12540976,3712824
14179017,4147538
11499420,5009842
84231,56424
3196491,1113624
198042977,1215001
476906,1240392
999465,1772090
12522,2029809
5224326,864488
10373382,3130031
1393386,919899
5337325,1485885
94646302,6721070
3377521,501012
1244020,780143
52957662,829943
1666109,850095
77567,1112065
10313130,3188033
13008429,3965080
6813345,4238129
6764339,15612
5859938,1267934
74853452,1277574
69692182,5241697
78965772,8073156
1678505,823787
52070612,1950328
208753207,3143896
1120013,4798755
232516791,576368
4035528,1225697
11556733,3508093
14496873,4673264
289876,4708594
128232952,5709995
5334026,6590125
5923,578734
1418592,754469
10155052,2994719
9629892,3985744
74701182,5244594
1640253,577492
1545639,1059505
110684,1175099
6296034,1354874
86898312,2105092
4832845,13
68388302,1064991
1598337,1140105
1500559,1199843
5440149,1211771
6762929,8225730
76258,53870
1000990,834333
457896,892826
110691352,1139697
4803631,1289689
804165,1786622
1046460,1950318
4803637,2239274
4462194,2895230
10978300,3191409
10010176,3930218
4481678,5220435
4803636,5793779
4803632,5793780
4803633,5793781
4435341,5793782
4803635,5793783
4465863,5793784
4803634,5793785
4803638,5793786
4435339,5793787
163526747,5793788
6760551,8872086
2253871,732735
243278091,753783
5883751,5474062
76703422,5712859
10532135,5841872
5015794,81134
4663557,704697
14034,727717
4048,756137
259880,762068
153114,774591
106763772,894478
4485032,1124837
14541649,1211497
246484382,1248505
1685637,1786635
9422536,3309166
13914831,3716822
10688453,4298662
296718,609718
6094002,884072
9751624,2815102
12926,1206798
1446091,1218718
114782212,1821568
7124379,2021936
7044549,2682546
286170,3124629
79100,3366377
83773462,4802045
10779604,4946017
72355612,5117260
115521782,2134323
4937855,2265433
4073180,2375508
5862347,3427545
192742,3631151
49712952,4706908
10284448,4808921
2930701,4811357
80689462,6237608
604086,704648
57234142,823945
1644013,1126439
4674701,1585745
13286723,1958572
106310322,5368288
8982366,712460
336479,829495
4584504,918974
6590044,1076315
7793652,2711115
4566138,5727723
16700,583416
7090975,944573
280116,1063131
1555179,1471700
387060,1559745
74028822,5509260
5212466,1124858
5624112,1518394
5250660,1697306
143553562,1832615
4022877,9367905
16972,72094
12577,677316
242089,1183148
4250257,1232749
6229902,1639756
51149632,4776669
4642130,4888201
5332295,5444151
276586571,6771349
6263782,52547
2339801,811469
656827,850436
5363285,921594
14484105,1093338
4564857,1202890
196137957,6600947
11874,854724
4551690,1580068
5271821,1585744
4879938,1585746
4549420,1912760
4933383,1959631
7582872,1992338
7582874,1992339
10373610,3040706
9591296,3083084
5571774,3573532
7406340,4728528
14795147,4822694
15034285,5768761
14947,565268
16303,580778
163298677,701220
71448952,861850
621720,899294
1418699,1143322
195489,1280318
5344916,1475720
1356549,3510832
12456930,3694380
14130681,4129218
52163882,4858552
10903614,6501436
1999341,505687
60118062,743001
66538,838332
1316419,918949
4333872,1151274
8372096,1218656
4391006,1270447
4850954,1760812
10507817,1817929
119447,2256559
51911042,4912089
5811815,8265093
765860,765978
1206014,877622
1054758,1218030
1253618,1304494
4461433,1362936
7846688,2253500
13651523,3977825
13651525,3977826
3635451,894480
101762682,1125366
5322156,1487844
6797231,1516552
1389785,1827040
136398522,5675816
